wd:Q57660343	wd:Q622425
wd:Q15642541	wd:Q18551781
wd:Q116970842	wd:Q1132541
wd:Q491	wd:Q20807927
wd:Q38088701	wd:Q2859663
wd:Q118248041	wd:Q118248134
wd:Q18515478	wd:Q112186653
wd:Q1395324	wd:Q144281
wd:Q62383642	wd:Q112187546
wd:Q1803794	wd:Q11346440
wd:Q488383	wd:Q2434238
wd:Q4057633	wd:Q853252
wd:Q29025902	wd:Q1194379
wd:Q23005223	wd:Q12622609
wd:Q2031007	wd:Q41795373
wd:Q8513	wd:Q1428914
wd:Q217306	wd:Q1760274
wd:Q1523267	wd:Q102700083
wd:Q1970309	wd:Q106865236
wd:Q173091	wd:Q1755697
wd:Q1916821	wd:Q215605
wd:Q1863288	wd:Q1240788
wd:Q17119302	wd:Q11312555
wd:Q3689421	wd:Q18411786
wd:Q189210	wd:Q575771
wd:Q1224487	wd:Q2920416
wd:Q3152824	wd:Q99444262
wd:Q591041	wd:Q2894989
wd:Q15851373	wd:Q63254493
wd:Q88392887	wd:Q1643870
wd:Q4330518	wd:Q309
wd:Q2578402	wd:Q171888
wd:Q194166	wd:Q1391517
wd:Q21369154	wd:Q105507
wd:Q3014296	wd:Q106901236
wd:Q31855	wd:Q3803750
wd:Q853614	wd:Q2092812
wd:Q12146012	wd:Q89497
wd:Q270791	wd:Q3356161
wd:Q47728	wd:Q5874974
wd:Q239463	wd:Q26857436
wd:Q2045234	wd:Q1477856
wd:Q99669088	wd:Q104841905
wd:Q284256	wd:Q113796
wd:Q246672	wd:Q1224487
wd:Q19832712	wd:Q2889084
wd:Q15320003	wd:Q897359
wd:Q106634833	wd:Q28360
wd:Q5428874	wd:Q21281706
wd:Q575727	wd:Q3456301
wd:Q713200	wd:Q1027930
wd:Q2198779	wd:Q2372244
wd:Q7019111	wd:Q10709550
wd:Q49848	wd:Q104176658
wd:Q10354598	wd:Q27517483
wd:Q854429	wd:Q1140527
wd:Q31931265	wd:Q38593919
wd:Q768186	wd:Q645292
wd:Q2031836	wd:Q104419518
wd:Q49848	wd:Q742157
wd:Q839954	wd:Q164099
wd:Q1286790	wd:Q613316
wd:Q34763	wd:Q191992
wd:Q244393	wd:Q5871
wd:Q953806	wd:Q5001233
wd:Q109459317	wd:Q109357238
wd:Q117405807	wd:Q842112
wd:Q11908691	wd:Q107608783
wd:Q183039	wd:Q31895
wd:Q2860334	wd:Q468939
wd:Q105999	wd:Q164057
wd:Q294422	wd:Q76165271
wd:Q66310308	wd:Q167346
wd:Q901402	wd:Q1734662
wd:Q186081	wd:Q24384
wd:Q8063	wd:Q11990990
wd:Q123705	wd:Q738570
wd:Q6671777	wd:Q7755
wd:Q21772656	wd:Q25634299
wd:Q63091391	wd:Q113493872
wd:Q1088552	wd:Q1129743
wd:Q17537576	wd:Q122965806
wd:Q476300	wd:Q62391930
wd:Q117207848	wd:Q14973
wd:Q23955632	wd:Q124098638
wd:Q2596997	wd:Q195
wd:Q420962	wd:Q1251808
wd:Q8205328	wd:Q33374019
wd:Q12334344	wd:Q1207451
wd:Q271680	wd:Q115404261
wd:Q749150	wd:Q117792720
wd:Q65920874	wd:Q1714153
wd:Q5446565	wd:Q59590893
wd:Q1920810	wd:Q4806410
wd:Q5327174	wd:Q892168
wd:Q27162500	wd:Q7920194
wd:Q12192	wd:Q84263196
wd:Q11638045	wd:Q1168568
wd:Q358738	wd:Q2623874
wd:Q1190554	wd:Q14795564
wd:Q2281940	wd:Q10928429
wd:Q201788	wd:Q47520669
wd:Q1914636	wd:Q2104295
wd:Q13691	wd:Q91759
wd:Q9261468	wd:Q176799
wd:Q48204	wd:Q122977761
wd:Q837816	wd:Q1417728
wd:Q65032826	wd:Q122947059
wd:Q255274	wd:Q17221
wd:Q66736173	wd:Q10935591
wd:Q3947	wd:Q1169748
wd:Q56061	wd:Q261398
wd:Q11387	wd:Q12046080
wd:Q193657	wd:Q838611
wd:Q170790	wd:Q14565331
wd:Q537420	wd:Q1256453
wd:Q7445643	wd:Q41150815
wd:Q503269	wd:Q151957
wd:Q65757353	wd:Q4116218
wd:Q1314278	wd:Q29639251
wd:Q10856962	wd:Q1747829
wd:Q1930187	wd:Q30972982
wd:Q27096235	wd:Q35145743
wd:Q1190554	wd:Q20127274
wd:Q107289726	wd:Q1308677
wd:Q861911	wd:Q2137739
wd:Q1402516	wd:Q7582090
wd:Q3750285	wd:Q6664529
wd:Q2617766	wd:Q93954332
wd:Q10864048	wd:Q4469598
wd:Q1282265	wd:Q12826066
wd:Q23955632	wd:Q14911880
wd:Q6051619	wd:Q13219447
wd:Q7304607	wd:Q2421212
wd:Q2341443	wd:Q66060319
wd:Q1780422	wd:Q1639784
wd:Q987767	wd:Q1134443
wd:Q18706315	wd:Q181508
wd:Q938236	wd:Q309118
wd:Q6256	wd:Q1151616
wd:Q49757	wd:Q116263992
wd:Q159313	wd:Q1029013
wd:Q7798100	wd:Q185357
wd:Q3464665	wd:Q110616917
wd:Q106645134	wd:Q5155473
wd:Q23400204	wd:Q10803218
wd:Q358	wd:Q35863088
wd:Q557685	wd:Q80877
wd:Q1063801	wd:Q83790
wd:Q483247	wd:Q2022868
wd:Q2334719	wd:Q480498
wd:Q162875	wd:Q675824
wd:Q1187620	wd:Q1322892
wd:Q24354	wd:Q877979
wd:Q16023913	wd:Q104092918
wd:Q2310214	wd:Q2064236
wd:Q1826691	wd:Q231685
wd:Q37555	wd:Q1144819
wd:Q754984	wd:Q4117161
wd:Q15627169	wd:Q117812935
wd:Q1435490	wd:Q15238752
wd:Q3621491	wd:Q124519838
wd:Q11883090	wd:Q1654284
wd:Q50283963	wd:Q878041
wd:Q10521078	wd:Q1652352
wd:Q847017	wd:Q1181396
wd:Q51041800	wd:Q668130
wd:Q645717	wd:Q2860334
wd:Q5535060	wd:Q121492952
wd:Q1479638	wd:Q734236
wd:Q11499147	wd:Q100396444
wd:Q13418253	wd:Q28255863
wd:Q12136	wd:Q622604
wd:Q52177345	wd:Q3216963
wd:Q7894996	wd:Q7248124
wd:Q275186	wd:Q3843053
wd:Q47461344	wd:Q1313396
wd:Q853614	wd:Q1105784
wd:Q1121708	wd:Q422584
wd:Q10998095	wd:Q3739522
wd:Q13221722	wd:Q1352019
wd:Q1420	wd:Q1549314
wd:Q9073584	wd:Q1156791
wd:Q66035178	wd:Q1639239
wd:Q131740	wd:Q40186999
wd:Q15851737	wd:Q740732
wd:Q1032372	wd:Q1390062
wd:Q2742167	wd:Q638626
wd:Q170774	wd:Q1682108
wd:Q3249551	wd:Q106822736
wd:Q4110598	wd:Q58939213
wd:Q811430	wd:Q17103766
wd:Q21010853	wd:Q110593089
wd:Q2085518	wd:Q1437361
wd:Q114586269	wd:Q7366
wd:Q65088916	wd:Q1751775
wd:Q1541599	wd:Q12510
wd:Q115217689	wd:Q115660447
wd:Q19953632	wd:Q2202509
wd:Q107640409	wd:Q2073106
wd:Q119264233	wd:Q20204151
wd:Q3249551	wd:Q21021151
wd:Q57305415	wd:Q110163439
wd:Q2397485	wd:Q106138530
wd:Q18536342	wd:Q58823986
wd:Q6501349	wd:Q777851
wd:Q640506	wd:Q2613132
wd:Q3057965	wd:Q2599160
wd:Q11629	wd:Q5363158
wd:Q639669	wd:Q121157760
wd:Q839954	wd:Q267596
wd:Q14745	wd:Q6105860
wd:Q10864048	wd:Q379817
wd:Q34669510	wd:Q11426
wd:Q22652	wd:Q2673934
wd:Q7881	wd:Q191944
wd:Q2761147	wd:Q111161
wd:Q2910675	wd:Q1570262
wd:Q355567	wd:Q4329148
wd:Q5150814	wd:Q1067889
wd:Q2270606	wd:Q857037
wd:Q13226383	wd:Q111973380
wd:Q186637	wd:Q98445120
wd:Q115214659	wd:Q1368899
wd:Q1310239	wd:Q102047816
wd:Q12060681	wd:Q1144312
wd:Q3186692	wd:Q2378962
wd:Q11826511	wd:Q25472932
wd:Q705908	wd:Q4291213
wd:Q4835091	wd:Q665487
wd:Q285783	wd:Q628131
wd:Q548135	wd:Q63225477
wd:Q58371759	wd:Q25203010
wd:Q1005416	wd:Q1005418
wd:Q39917125	wd:Q1339195
wd:Q2033233	wd:Q206290
wd:Q21281405	wd:Q65932995
wd:Q1444	wd:Q7315415
wd:Q241317	wd:Q271680
wd:Q6657015	wd:Q107197374
wd:Q60754876	wd:Q38593919
wd:Q56750657	wd:Q466449
wd:Q2180295	wd:Q97195567
wd:Q11019	wd:Q376
wd:Q232846	wd:Q6664211
wd:Q19953632	wd:Q1175519
wd:Q2045234	wd:Q272281
wd:Q1077784	wd:Q115223904
wd:Q987767	wd:Q7617617
wd:Q180684	wd:Q15707521
wd:Q844619	wd:Q513550
wd:Q50995749	wd:Q51093656
wd:Q657449	wd:Q358576
wd:Q1521410	wd:Q29957
wd:Q131263	wd:Q55624858
wd:Q22079390	wd:Q2067349
wd:Q22222786	wd:Q1644301
wd:Q60723717	wd:Q106603795
wd:Q732577	wd:Q101073581
wd:Q4164871	wd:Q11415594
wd:Q2270606	wd:Q11453226
wd:Q13406554	wd:Q10666337
wd:Q48204	wd:Q7974565
wd:Q27943370	wd:Q30919568
wd:Q11424604	wd:Q901402
wd:Q1427700	wd:Q348675
wd:Q1080224	wd:Q56396127
wd:Q2352616	wd:Q19386377
wd:Q1401131	wd:Q147276
wd:Q1521410	wd:Q390409
wd:Q15989253	wd:Q110504782
wd:Q1379672	wd:Q102179937
wd:Q692086	wd:Q1194115
wd:Q1194970	wd:Q11074464
wd:Q35798	wd:Q3044930
wd:Q10864048	wd:Q15618452
wd:Q17538258	wd:Q12912091
wd:Q1395559	wd:Q2367818
wd:Q14092	wd:Q15700667
wd:Q16672214	wd:Q10507808
wd:Q5341295	wd:Q28754053
wd:Q49848	wd:Q104092918
wd:Q13002315	wd:Q1460155
wd:Q17442446	wd:Q98545791
wd:Q1370598	wd:Q1371047
wd:Q3257212	wd:Q2640207
wd:Q49848	wd:Q97012313
wd:Q15220419	wd:Q122981
wd:Q1914636	wd:Q4914995
wd:Q63243029	wd:Q102276804
wd:Q830170	wd:Q1104185
wd:Q30126005	wd:Q9328551
wd:Q14928	wd:Q1290804
wd:Q177220	wd:Q1369991
wd:Q1324633	wd:Q55624858
wd:Q2090232	wd:Q158565
wd:Q108637623	wd:Q1311092
wd:Q337567	wd:Q42055295
wd:Q2670101	wd:Q327757
wd:Q2101564	wd:Q681263
wd:Q1081138	wd:Q935773
wd:Q1048835	wd:Q3024240
wd:Q11946645	wd:Q3803825
wd:Q123705	wd:Q1739536
wd:Q111515102	wd:Q111436941
wd:Q1046291	wd:Q151208
wd:Q2310214	wd:Q1004435
wd:Q166142	wd:Q776688
wd:Q255388	wd:Q27084
wd:Q15976092	wd:Q123574267
wd:Q811979	wd:Q8157
wd:Q11755959	wd:Q13218805
wd:Q16611574	wd:Q763779
wd:Q989946	wd:Q56656227
wd:Q79782	wd:Q105766508
wd:Q1348006	wd:Q12816129
wd:Q27214348	wd:Q120858165
wd:Q56061	wd:Q1021233
wd:Q2643890	wd:Q100951393
wd:Q30059018	wd:Q816659
wd:Q11850222	wd:Q767669
wd:Q178840	wd:Q1273568
wd:Q246672	wd:Q58416391
wd:Q64122	wd:Q129890
wd:Q1370598	wd:Q24398318
wd:Q486972	wd:Q705296
wd:Q873506	wd:Q1328072
wd:Q1314278	wd:Q97703659
wd:Q1996635	wd:Q17305523
wd:Q2424752	wd:Q7094135
wd:Q168658	wd:Q1990797
wd:Q1662561	wd:Q16037036
wd:Q839954	wd:Q1317251
wd:Q732577	wd:Q100532772
wd:Q1075651	wd:Q1863064
wd:Q2095	wd:Q17062980
wd:Q61788060	wd:Q15839293
wd:Q1324633	wd:Q16948701
wd:Q13136	wd:Q29405157
wd:Q178885	wd:Q950788
wd:Q4235019	wd:Q6999
wd:Q9200127	wd:Q118162105
wd:Q43229	wd:Q1670189
wd:Q859482	wd:Q89281048
wd:Q212238	wd:Q371909
wd:Q3604747	wd:Q102252225
wd:Q10528974	wd:Q1850454
wd:Q2914170	wd:Q14948018
wd:Q11063	wd:Q29956970
wd:Q818895	wd:Q1321926
wd:Q18706315	wd:Q16132073
wd:Q23657361	wd:Q23641696
wd:Q2064521	wd:Q97588718
wd:Q5282923	wd:Q5112964
wd:Q1302249	wd:Q97498045
wd:Q13221722	wd:Q48909258
wd:Q43091	wd:Q13576203
wd:Q6518439	wd:Q98457443
wd:Q12748	wd:Q184624
wd:Q111522681	wd:Q1140363
wd:Q55785846	wd:Q692077
wd:Q13557472	wd:Q1070414
wd:Q1121708	wd:Q1138598
wd:Q2293362	wd:Q371752
wd:Q30612	wd:Q1436668
wd:Q12713481	wd:Q7695510
wd:Q26836193	wd:Q2603172
wd:Q123302448	wd:Q15846749
wd:Q50053	wd:Q1392913
wd:Q312466	wd:Q113724486
wd:Q178692	wd:Q970092
wd:Q15627169	wd:Q76418315
wd:Q271680	wd:Q7170392
wd:Q14467526	wd:Q47406033
wd:Q5416718	wd:Q123691970
wd:Q131656	wd:Q10861296
wd:Q94670589	wd:Q1743327
wd:Q10864048	wd:Q1801891
wd:Q4830453	wd:Q1441324
wd:Q811979	wd:Q786014
wd:Q1708232	wd:Q24336659
wd:Q1190554	wd:Q110949247
wd:Q2373910	wd:Q41799001
wd:Q3300034	wd:Q235585
wd:Q30443872	wd:Q3427027
wd:Q19953632	wd:Q3102603
wd:Q13405593	wd:Q6639573
wd:Q4923715	wd:Q501862
wd:Q210729	wd:Q5320
wd:Q16686448	wd:Q119262117
wd:Q788590	wd:Q75931442
wd:Q105626471	wd:Q122987717
wd:Q2352616	wd:Q5282021
wd:Q2973801	wd:Q2923447
wd:Q937378	wd:Q20180868
wd:Q639669	wd:Q52630241
wd:Q4835091	wd:Q1492003
wd:Q603773	wd:Q7628683
wd:Q107390	wd:Q496539
wd:Q1221280	wd:Q11871
wd:Q8171	wd:Q690548
wd:Q926196	wd:Q4833769
wd:Q1344569	wd:Q115941290
wd:Q42501	wd:Q4739805
wd:Q18536342	wd:Q18437198
wd:Q20926517	wd:Q2083380
wd:Q4421	wd:Q2843044
wd:Q19659292	wd:Q941882
wd:Q18554821	wd:Q3041498
wd:Q7551318	wd:Q31603
wd:Q49848	wd:Q110548223
wd:Q3024240	wd:Q96354653
wd:Q1755242	wd:Q21189838
wd:Q18691599	wd:Q106457207
wd:Q3754526	wd:Q3480499
wd:Q2519340	wd:Q131263
wd:Q5457690	wd:Q3483055
wd:Q30022	wd:Q1206714
wd:Q4835091	wd:Q1039325
wd:Q11826511	wd:Q109229154
wd:Q4462013	wd:Q279650
wd:Q15562063	wd:Q1954906
wd:Q6545185	wd:Q109950660
wd:Q2321565	wd:Q56506808
wd:Q10480682	wd:Q3855544
wd:Q29052015	wd:Q109518496
wd:Q192611	wd:Q57156205
wd:Q91908084	wd:Q11422381
wd:Q2251745	wd:Q26996564
wd:Q1914636	wd:Q2421951
wd:Q66035178	wd:Q23754740
wd:Q96088545	wd:Q3276230
wd:Q118162105	wd:Q117878883
wd:Q1731155	wd:Q4529715
wd:Q610237	wd:Q6936301
wd:Q676202	wd:Q782543
wd:Q790192	wd:Q11356864
wd:Q1561361	wd:Q1521426
wd:Q18131152	wd:Q20679712
wd:Q19953632	wd:Q615794
wd:Q366134	wd:Q867621
wd:Q246593	wd:Q1386603
wd:Q3115556	wd:Q4391306
wd:Q391414	wd:Q89778
wd:Q210337	wd:Q23930024
wd:Q908513	wd:Q794589
wd:Q1457669	wd:Q589
wd:Q1955150	wd:Q115474826
wd:Q1252971	wd:Q47504660
wd:Q15710804	wd:Q115921107
wd:Q16560	wd:Q1170287
wd:Q4406616	wd:Q28732711
wd:Q5603620	wd:Q47161559
wd:Q9326077	wd:Q7644030
wd:Q5153967	wd:Q3774758
wd:Q25713832	wd:Q111650843
wd:Q91447167	wd:Q91136116
wd:Q5737899	wd:Q112077164
wd:Q5327174	wd:Q1244922
wd:Q205555	wd:Q5868822
wd:Q1310214	wd:Q815738
wd:Q61427164	wd:Q72081958
wd:Q49848	wd:Q99045339
wd:Q2462658	wd:Q131062
wd:Q100589710	wd:Q100589602
wd:Q123472450	wd:Q6814247
wd:Q1606499	wd:Q67200337
wd:Q11998775	wd:Q1191843
wd:Q51845395	wd:Q653598
wd:Q65757353	wd:Q7553
wd:Q5482740	wd:Q115641904
wd:Q20926517	wd:Q16528361
wd:Q65587654	wd:Q5977147
wd:Q17063241	wd:Q4671329
wd:Q2915360	wd:Q834368
wd:Q486972	wd:Q13099270
wd:Q1061197	wd:Q659541
wd:Q2159907	wd:Q120356170
wd:Q4164871	wd:Q7140693
wd:Q312466	wd:Q91348108
wd:Q43229	wd:Q104157
wd:Q55720514	wd:Q123024275
wd:Q77115	wd:Q1351018
wd:Q245962	wd:Q976521
wd:Q1310214	wd:Q193220
wd:Q182357	wd:Q318894
wd:Q43483	wd:Q1397794
wd:Q201788	wd:Q4287237
wd:Q1066689	wd:Q19358049
wd:Q6822327	wd:Q558339
wd:Q877977	wd:Q400857
wd:Q161928	wd:Q740732
wd:Q1914636	wd:Q2984259
wd:Q1048835	wd:Q56856076
wd:Q16970	wd:Q681375
wd:Q486972	wd:Q65153109
wd:Q3242063	wd:Q11664018
wd:Q811430	wd:Q30754717
wd:Q15989253	wd:Q36809769
wd:Q106674359	wd:Q106618766
wd:Q19541	wd:Q350882
wd:Q39631	wd:Q10872101
wd:Q6815100	wd:Q15924535
wd:Q184624	wd:Q589019
wd:Q62595215	wd:Q112632807
wd:Q18343076	wd:Q934744
wd:Q2545446	wd:Q111822597
wd:Q730920	wd:Q1759895
wd:Q658349	wd:Q11135
wd:Q836904	wd:Q28091587
wd:Q1574938	wd:Q18389209
wd:Q7216866	wd:Q63412991
wd:Q811430	wd:Q30224326
wd:Q18247357	wd:Q11411019
wd:Q968907	wd:Q778483
wd:Q18931911	wd:Q42361191
wd:Q211236	wd:Q1859236
wd:Q56061	wd:Q3403564
wd:Q3575260	wd:Q189299
wd:Q49848	wd:Q1749541
wd:Q1637192	wd:Q114873882
wd:Q814441	wd:Q5058947
wd:Q18385922	wd:Q1057985
wd:Q265158	wd:Q7247798
wd:Q3918	wd:Q21032622
wd:Q12460259	wd:Q7452719
wd:Q182531	wd:Q1430687
wd:Q1221145	wd:Q17496318
wd:Q3477348	wd:Q116867856
wd:Q327333	wd:Q2122214
wd:Q483501	wd:Q19890761
wd:Q14897293	wd:Q56707595
wd:Q277759	wd:Q282144
wd:Q49848	wd:Q2000006
wd:Q1080224	wd:Q59240972
wd:Q60997816	wd:Q96604496
wd:Q2739329	wd:Q3751720
wd:Q3622126	wd:Q49124804
wd:Q123705	wd:Q1468524
wd:Q124312506	wd:Q124842888
wd:Q22813352	wd:Q508230
wd:Q358	wd:Q109562884
wd:Q610237	wd:Q7258038
wd:Q66310125	wd:Q221836
wd:Q13226383	wd:Q320677
wd:Q1914636	wd:Q1455167
wd:Q27493	wd:Q2136638
wd:Q1930187	wd:Q24960425
wd:Q26944969	wd:Q120756397
wd:Q58914721	wd:Q15603247
wd:Q10855346	wd:Q835937
wd:Q211423	wd:Q329439
wd:Q683476	wd:Q10855106
wd:Q82594	wd:Q107619185
wd:Q18608583	wd:Q1344963
wd:Q42744322	wd:Q3678424
wd:Q327333	wd:Q107025303
wd:Q90049510	wd:Q7209526
wd:Q319608	wd:Q1255441
wd:Q189210	wd:Q1502803
wd:Q104080200	wd:Q12718299
wd:Q43229	wd:Q24764
wd:Q53764732	wd:Q15100640
wd:Q820655	wd:Q1006612
wd:Q11460	wd:Q1065579
wd:Q115941290	wd:Q116143191
wd:Q88008554	wd:Q101420143
wd:Q23004	wd:Q111981894
wd:Q85719095	wd:Q85719955
wd:Q24398318	wd:Q14911880
wd:Q82821	wd:Q9174
wd:Q875157	wd:Q1406318
wd:Q2995644	wd:Q36807132
wd:Q4298922	wd:Q24887340
wd:Q6026443	wd:Q121459946
wd:Q7603925	wd:Q5812300
wd:Q10354598	wd:Q12225020
wd:Q19953632	wd:Q99324125
wd:Q1048835	wd:Q6576413
wd:Q111398534	wd:Q1047832
wd:Q7632586	wd:Q2250795
wd:Q35140	wd:Q15116915
wd:Q3326454	wd:Q7644269
wd:Q5419952	wd:Q114250619
wd:Q205375	wd:Q3630699
wd:Q837515	wd:Q13847726
wd:Q1077784	wd:Q101111163
wd:Q5146094	wd:Q25053629
wd:Q838718	wd:Q3149858
wd:Q12104567	wd:Q105742562
wd:Q60557909	wd:Q2088357
wd:Q331795	wd:Q7444686
wd:Q29017603	wd:Q3743137
wd:Q1005416	wd:Q1005420
wd:Q494823	wd:Q37045
wd:Q33274034	wd:Q16678792
wd:Q4164871	wd:Q63187384
wd:Q173387	wd:Q378118
wd:Q14752696	wd:Q2745854
wd:Q7725310	wd:Q108804797
wd:Q35872	wd:Q382586
wd:Q811430	wd:Q2448108
wd:Q35127	wd:Q1294318
wd:Q36180	wd:Q1155838
wd:Q16686022	wd:Q18349989
wd:Q1936706	wd:Q69379490
wd:Q734271	wd:Q57083925
wd:Q6671777	wd:Q211364
wd:Q24398318	wd:Q5183474
wd:Q10864048	wd:Q11625999
wd:Q24716636	wd:Q1752545
wd:Q61889487	wd:Q120134394
wd:Q327000	wd:Q7307130
wd:Q322563	wd:Q116960913
wd:Q63177917	wd:Q117463454
wd:Q1836700	wd:Q110619173
wd:Q30327093	wd:Q3289701
wd:Q1502030	wd:Q1688818
wd:Q774583	wd:Q837515
wd:Q1979154	wd:Q5962346
wd:Q1365155	wd:Q2376278
wd:Q734271	wd:Q5104305
wd:Q18819626	wd:Q1572407
wd:Q13226383	wd:Q47508075
wd:Q104637332	wd:Q359176
wd:Q188860	wd:Q1307492
wd:Q116210875	wd:Q612596
wd:Q2983893	wd:Q1743100
wd:Q218010	wd:Q2163628
wd:Q4830453	wd:Q1589077
wd:Q466109	wd:Q6497088
wd:Q1183543	wd:Q914462
wd:Q1063801	wd:Q830588
wd:Q10567966	wd:Q52553554
wd:Q123705	wd:Q16363669
wd:Q322563	wd:Q3803834
wd:Q3550897	wd:Q28231530
wd:Q81799	wd:Q191655
wd:Q483677	wd:Q20532
wd:Q244793	wd:Q67123843
wd:Q811430	wd:Q22079390
wd:Q13473501	wd:Q115791109
wd:Q13406463	wd:Q63385337
wd:Q15989253	wd:Q116865833
wd:Q40231	wd:Q2415599
wd:Q26270576	wd:Q124441
wd:Q40551	wd:Q28156115
wd:Q15416	wd:Q2605607
wd:Q1191732	wd:Q1376793
wd:Q3629395	wd:Q25207165
wd:Q64816586	wd:Q7541337
wd:Q337968	wd:Q8217193
wd:Q147690	wd:Q189085
wd:Q3565782	wd:Q17142507
wd:Q3839081	wd:Q750215
wd:Q3533467	wd:Q2250943
wd:Q123819225	wd:Q123783455
wd:Q119812366	wd:Q615699
wd:Q48705382	wd:Q24293741
wd:Q17537576	wd:Q3418492
wd:Q20926517	wd:Q114221762
wd:Q21070568	wd:Q110897921
wd:Q1190554	wd:Q5067949
wd:Q30304302	wd:Q1967454
wd:Q83405	wd:Q55121639
wd:Q3044808	wd:Q61666718
wd:Q327065	wd:Q64539065
wd:Q1183543	wd:Q243778
wd:Q245065	wd:Q769802
wd:Q161928	wd:Q2524539
wd:Q5307737	wd:Q1051574
wd:Q3151032	wd:Q3151026
wd:Q839546	wd:Q18819626
wd:Q2751586	wd:Q106901434
wd:Q4178004	wd:Q49176591
wd:Q40231	wd:Q10312794
wd:Q1431523	wd:Q335404
wd:Q4287745	wd:Q1394614
wd:Q114982040	wd:Q110558253
wd:Q1920810	wd:Q3511443
wd:Q451553	wd:Q15515987
wd:Q317623	wd:Q56751006
wd:Q33274034	wd:Q6695859
wd:Q2217301	wd:Q1143604
wd:Q6269549	wd:Q554211
wd:Q2064521	wd:Q30238091
wd:Q56061	wd:Q132017
wd:Q163740	wd:Q123093192
wd:Q740752	wd:Q27973
wd:Q1125062	wd:Q989678
wd:Q2588761	wd:Q3330547
wd:Q107343533	wd:Q107343342
wd:Q138858	wd:Q18581305
wd:Q192532	wd:Q5656419
wd:Q1340098	wd:Q5308013
wd:Q11875349	wd:Q1477533
wd:Q47512371	wd:Q117668550
wd:Q2142903	wd:Q1584340
wd:Q1864008	wd:Q87293951
wd:Q10864048	wd:Q7309296
wd:Q1568346	wd:Q2881550
wd:Q47461344	wd:Q5118086
wd:Q15416	wd:Q113629797
wd:Q811430	wd:Q15501937
wd:Q865493	wd:Q64139617
wd:Q607241	wd:Q66312162
wd:Q825237	wd:Q20720217
wd:Q107358924	wd:Q24039268
wd:Q194431	wd:Q3556186
wd:Q33274034	wd:Q1370672
wd:Q17148672	wd:Q1236680
wd:Q1183543	wd:Q27534
wd:Q15989253	wd:Q2182740
wd:Q804292	wd:Q2146388
wd:Q8513	wd:Q178376
wd:Q1789476	wd:Q113533521
wd:Q41074997	wd:Q2745944
wd:Q11755880	wd:Q513550
wd:Q37113105	wd:Q66969671
wd:Q6501349	wd:Q6138323
wd:Q30304302	wd:Q6979644
wd:Q16354816	wd:Q8036680
wd:Q116741534	wd:Q117051105
wd:Q834007	wd:Q99868593
wd:Q1162163	wd:Q105826332
wd:Q26529	wd:Q755286
wd:Q811979	wd:Q3679502
wd:Q147538	wd:Q8486
wd:Q13226383	wd:Q1326624
wd:Q1190554	wd:Q104070264
wd:Q7603708	wd:Q17627622
wd:Q4936952	wd:Q641973
wd:Q70990126	wd:Q3464665
wd:Q120926552	wd:Q1784096
wd:Q28314507	wd:Q273623
wd:Q863404	wd:Q11587139
wd:Q17000320	wd:Q80096168
wd:Q851782	wd:Q115621660
wd:Q4992061	wd:Q2621126
wd:Q64830866	wd:Q864114
wd:Q483242	wd:Q3920047
wd:Q18810687	wd:Q1260512
wd:Q2742167	wd:Q1149783
wd:Q211775	wd:Q221326
wd:Q26481809	wd:Q21578283
wd:Q1114502	wd:Q438464
wd:Q7397	wd:Q854840
wd:Q202265	wd:Q50048
wd:Q3469363	wd:Q20983127
wd:Q15633582	wd:Q33120876
wd:Q4828724	wd:Q26959070
wd:Q16354816	wd:Q1407042
wd:Q905511	wd:Q1631107
wd:Q3740974	wd:Q47452568
wd:Q2424752	wd:Q26037047
wd:Q100166391	wd:Q40551
wd:Q262166	wd:Q134626
wd:Q115923123	wd:Q1365218
wd:Q87167	wd:Q2049275
wd:Q1364556	wd:Q241365
wd:Q17136179	wd:Q2919046
wd:Q83620	wd:Q1153558
wd:Q56061	wd:Q120669547
wd:Q1410477	wd:Q340069
wd:Q14092	wd:Q504400
wd:Q11998775	wd:Q2095549
wd:Q2321565	wd:Q56506809
wd:Q15980158	wd:Q100983844
wd:Q20897549	wd:Q111631051
wd:Q178659	wd:Q208594
wd:Q3249551	wd:Q60528603
wd:Q327333	wd:Q5532360
wd:Q1327701	wd:Q904170
wd:Q186117	wd:Q1436115
wd:Q140703	wd:Q378907
wd:Q6047782	wd:Q765994
wd:Q182357	wd:Q116953130
wd:Q681263	wd:Q290378
wd:Q828569	wd:Q329484
wd:Q24568869	wd:Q866612
wd:Q391414	wd:Q2180428
wd:Q78443472	wd:Q7257704
wd:Q115923123	wd:Q21944833
wd:Q43229	wd:Q165853
wd:Q2995644	wd:Q903495
wd:Q161726	wd:Q1660312
wd:Q200023	wd:Q740326
wd:Q1191714	wd:Q12713481
wd:Q49848	wd:Q223729
wd:Q429811	wd:Q7439467
wd:Q77762397	wd:Q28026639
wd:Q83405	wd:Q549237
wd:Q1190554	wd:Q685744
wd:Q15361145	wd:Q847462
wd:Q47913	wd:Q3238445
wd:Q1879292	wd:Q1400830
wd:Q5457310	wd:Q21009057
wd:Q2135465	wd:Q108697774
wd:Q488383	wd:Q117782942
wd:Q20011319	wd:Q40763
wd:Q115941290	wd:Q116142910
wd:Q473972	wd:Q249565
wd:Q10864048	wd:Q27535996
wd:Q191067	wd:Q3055347
wd:Q655311	wd:Q3046709
